epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.24395,2.62996,4.84142,0.02005,0.00179,0.01786,0.00042,0.00012,2.18245,4.28183,0.0124,4e-05,4e-05,0.09604
